Ident,TotLec
110971HO  ,165
110971HO  ,132.8000031
110971HO  ,124.4000015
110971HO  ,112.3000031
110971HO  ,189.8000031
110971HO  ,170.3999939
110971HO  ,171.8000031
110971HO  ,168.1000061
110971HO  ,159.8999939
110971HO  ,132.3999939
110971HO  ,129.1000061
110971HO  ,79.09999847
110971HO  ,26.10000038
110971HO  ,0
110971HO  ,190.1999969
110971HO  ,289.2000122
110971HO  ,268.8999939
110971HO  ,255.6000061
110971HO  ,261.7999878
110971HO  ,239.3000031
110971HO  ,255.6000061
110971HO  ,230.6000061
110972HO  ,41.5
110972HO  ,78
110972HO  ,57.20000076
110972HO  ,43.40000153
110972HO  ,113.8000031
110972HO  ,338.8999939
110972HO  ,338.5
110972HO  ,154.8999939
110972HO  ,170.5
110972HO  ,175.1999969
110972HO  ,166
110972HO  ,103
110972HO  ,137.6999969
110972HO  ,112.0999985
110972HO  ,100.6999969
110972HO  ,70.59999847
110972HO  ,66.40000153
110972HO  ,58.79999924
110972HO  ,57.09999847
110972HO  ,191
110972HO  ,131.3999939
110972HO  ,116.8000031
110972HO  ,159.5
110972HO  ,169.5
110972HO  ,89.5
110972HO  ,72.30000305
110972HO  ,56.09999847
110972HO  ,8.699999809
110972HO  ,82
110972HO  ,256.7999878
110972HO  ,234.5
110972HO  ,226.1999969
110972HO  ,233.3000031
110972HO  ,239.5
110972HO  ,233.6999969
110972HO  ,215.8000031
110972HO  ,200.8000031
110972HO  ,184.6999969
110972HO  ,161.6000061
110972HO  ,138.5
110972HO  ,129.5
110972HO  ,89.59999847
110972HO  ,74.80000305
110972HO  ,54.70000076
110972HO  ,146.1999969
110972HO  ,240
110972HO  ,218.8000031
110972HO  ,219.8999939
110972HO  ,191.1999969
110972HO  ,189.6000061
110972HO  ,228.1000061
110972HO  ,233.1999969
110972HO  ,219.3999939
110972HO  ,221.8000031
110972HO  ,224.6000061
110972HO  ,191
110972HO  ,143.5
110972HO  ,113.5
110972HO  ,74.80000305
110972HO  ,66.30000305
110972HO  ,190.8000031
110972HO  ,320.6000061
110972HO  ,231.3999939
110972HO  ,220.6000061
110972HO  ,194.8999939
110972HO  ,222.1999969
110972HO  ,226.1000061
110972HO  ,155.6999969
110972HO  ,143.5
110972HO  ,216.1000061
110972HO  ,215.6999969
110972HO  ,191.8000031
110972HO  ,136.8999939
110972HO  ,137.6000061
110972HO  ,124.3000031
110975HO  ,250.5
110975HO  ,199
110975HO  ,8.800000191
110975HO  ,60.20000076
110975HO  ,57.90000153
110975HO  ,100.5999985
110975HO  ,98.90000153
110975HO  ,121.9000015
110975HO  ,137.8000031
110975HO  ,536.5999756
110975HO  ,100.3000031
110975HO  ,134
110975HO  ,249.8000031
110975HO  ,248.1000061
110975HO  ,201
110975HO  ,190.3000031
110975HO  ,248.6000061
110975HO  ,266.7000122
110975HO  ,275.2000122
110975HO  ,246.3999939
110975HO  ,239.6000061
110975HO  ,242.6999969
110975HO  ,246.1999969
110975HO  ,226.5
110975HO  ,284.3999939
110975HO  ,280.7999878
110975HO  ,249.6999969
110975HO  ,259
110975HO  ,244.5
110975HO  ,265.8999939
110975HO  ,238.3999939
110975HO  ,215.1999969
110975HO  ,232
110975HO  ,249.3999939
110975HO  ,211.1000061
110975HO  ,215.5
110975HO  ,206.3999939
110975HO  ,166.8000031
110975HO  ,163.1999969
110975HO  ,151.3000031
110975HO  ,108.5999985
110975HO  ,53.29999924
110975HO  ,0
110975HO  ,92.80000305
110975HO  ,332.5
110975HO  ,382.8999939
110975HO  ,358.8999939
110975HO  ,349.7999878
110975HO  ,417.8999939
110975HO  ,363.2999878
110975HO  ,321.2999878
110975HO  ,345.7999878
110975HO  ,340.8999939
110975HO  ,203.8999939
110975HO  ,121.4000015
110975HO  ,215.1000061
110975HO  ,212.3999939
110975HO  ,190.5
110975HO  ,178.6999969
110975HO  ,171.1000061
110975HO  ,0
110975HO  ,89.30000305
110975HO  ,223.6999969
110975HO  ,295.7999878
110975HO  ,289.5
110975HO  ,281
110975HO  ,267.7000122
110975HO  ,279
110975HO  ,304.2000122
110975HO  ,300.3999939
110975HO  ,308.7999878
110975HO  ,291.6000061
110975HO  ,272.2000122
110975HO  ,232.6999969
110975HO  ,205.6999969
110975HO  ,183.3000031
110975HO  ,159.6999969
110975HO  ,189.1000061
110975HO  ,137.6000061
110975HO  ,161.8999939
110975HO  ,138.8000031
110975HO  ,131.3000031
110975HO  ,130.6999969
110975HO  ,191.6999969
110975HO  ,317.1000061
110975HO  ,299.2999878
110975HO  ,317.8999939
110975HO  ,320.8999939
110975HO  ,333.2000122
110975HO  ,308.7000122
110975HO  ,260.7999878
110975HO  ,257.6000061
110975HO  ,267.2000122
110975HO  ,271.7999878
110975HO  ,311.8999939
110975HO  ,263.7999878
110979HO  ,185.3999939
110979HO  ,187.6999969
110979HO  ,0
110979HO  ,115
110979HO  ,219.3999939
110979HO  ,228.1999969
110979HO  ,242.3999939
110979HO  ,247.6999969
110979HO  ,217.5
110979HO  ,412
110979HO  ,417.5
110979HO  ,267.6000061
110979HO  ,269.7000122
110979HO  ,223.8999939
110979HO  ,234.8999939
110979HO  ,146.6000061
110979HO  ,182.3999939
110979HO  ,155.5
110979HO  ,125.5
110979HO  ,101.1999969
110979HO  ,127.5999985
110979HO  ,52.09999847
110979HO  ,239
110979HO  ,259.1000061
110979HO  ,240
110979HO  ,247
110979HO  ,183.6999969
110979HO  ,218.8000031
110979HO  ,228.6999969
110979HO  ,198.3999939
110979HO  ,169.1999969
110979HO  ,196
110979HO  ,178.8000031
110979HO  ,174.3999939
110979HO  ,155.6999969
110979HO  ,146.1999969
110979HO  ,125.5999985
110979HO  ,146.8999939
110979HO  ,155.6000061
110979HO  ,136.8000031
110979HO  ,88.59999847
110979HO  ,135.8999939
110979HO  ,94.5
110979HO  ,87.80000305
110979HO  ,63.40000153
110979HO  ,55.90000153
110979HO  ,44.29999924
110982HO  ,318.2000122
110982HO  ,259.2999878
110982HO  ,57.20000076
110982HO  ,125.4000015
110982HO  ,98.30000305
110982HO  ,120
110982HO  ,124.0999985
110982HO  ,466.2000122
110982HO  ,494.8999939
110982HO  ,292.8999939
110982HO  ,294.3999939
110982HO  ,275.2999878
110982HO  ,288.2999878
110982HO  ,312.3999939
110982HO  ,303.2000122
110982HO  ,277.2999878
110982HO  ,262.3999939
110982HO  ,255.1000061
110982HO  ,230.8000031
110982HO  ,165.1999969
110982HO  ,337.3999939
110982HO  ,294.1000061
110982HO  ,315.8999939
110982HO  ,316.8999939
110982HO  ,300.7999878
110982HO  ,283.1000061
110982HO  ,251.1000061
110982HO  ,257.5
110982HO  ,289.7999878
110982HO  ,282.7999878
110982HO  ,280.1000061
110982HO  ,222.6999969
110982HO  ,164.8999939
110982HO  ,161.1000061
110982HO  ,176.6999969
110982HO  ,128.3000031
110982HO  ,180.3999939
110982HO  ,134.5
110982HO  ,97.19999695
110982HO  ,60.20000076
110982HO  ,38.59999847
110982HO  ,26.89999962
110986HO  ,260.6000061
110986HO  ,281.7000122
110986HO  ,6.599999905
110986HO  ,56.40000153
110986HO  ,84.19999695
110986HO  ,126.8000031
110986HO  ,104.1999969
110986HO  ,124.4000015
110986HO  ,127.1999969
110986HO  ,486.5
110986HO  ,501.6000061
110986HO  ,276.6000061
110986HO  ,269.7999878
110986HO  ,258.3999939
110986HO  ,287.2000122
110986HO  ,295.5
110986HO  ,313.6000061
110986HO  ,285.2000122
110986HO  ,274.5
110986HO  ,248.3999939
110986HO  ,245.1000061
110986HO  ,260.5
110986HO  ,122.4000015
110986HO  ,259.7999878
110986HO  ,293
110986HO  ,333.7999878
110986HO  ,340.1000061
110986HO  ,263.2999878
110986HO  ,248.8000031
110986HO  ,243.1999969
110986HO  ,270.7999878
110986HO  ,255.6999969
110986HO  ,255.3999939
110986HO  ,186.1000061
110986HO  ,173.1000061
110986HO  ,230.1000061
110986HO  ,220.3999939
110986HO  ,72
110986HO  ,217.3999939
110986HO  ,147.8999939
110986HO  ,16.79999924
110986HO  ,219.8999939
110986HO  ,221.1000061
110986HO  ,256.6000061
110986HO  ,265.6000061
110986HO  ,263.6000061
110986HO  ,326.1000061
110986HO  ,271.8999939
110986HO  ,279
110986HO  ,305.1000061
110986HO  ,299.2000122
110986HO  ,302.2000122
110986HO  ,289.7000122
110986HO  ,279.2000122
110986HO  ,252.3000031
110986HO  ,224.1999969
110986HO  ,214.6000061
110986HO  ,192.6000061
110986HO  ,215.5
110986HO  ,197.5
110986HO  ,117.5999985
110986HO  ,111.5
110986HO  ,106.6999969
110986HO  ,111.3000031
110986HO  ,0
110986HO  ,356
110986HO  ,246.6999969
110986HO  ,370.1000061
110986HO  ,236.6999969
110986HO  ,210
110986HO  ,200.8999939
110986HO  ,226.6000061
110986HO  ,223.3999939
110986HO  ,247.1999969
110986HO  ,252.5
110986HO  ,258.2999878
110986HO  ,253.1000061
110986HO  ,272.1000061
110986HO  ,260.6000061
110986HO  ,275.5
110986HO  ,247.6999969
110990HO  ,37.90000153
110990HO  ,82.90000153
110990HO  ,35.40000153
110990HO  ,18.29999924
110990HO  ,36.79999924
110990HO  ,33.70000076
110990HO  ,83.69999695
110990HO  ,86.19999695
110990HO  ,89.30000305
110990HO  ,134.6000061
110990HO  ,111.3000031
110990HO  ,82.80000305
110990HO  ,114
110990HO  ,85.59999847
110990HO  ,142.3000031
110990HO  ,190.3000031
110990HO  ,33.59999847
110990HO  ,0
110990HO  ,47
110990HO  ,31.5
110990HO  ,81.30000305
110990HO  ,77.69999695
110990HO  ,55.59999847
110990HO  ,40.70000076
111003HO  ,142.3999939
111003HO  ,193.6000061
111003HO  ,48.40000153
111003HO  ,0
111003HO  ,62.79999924
111003HO  ,67.40000153
111003HO  ,83
111003HO  ,62.29999924
111003HO  ,154.8000031
111003HO  ,311.5
111003HO  ,314.2999878
111003HO  ,172.8000031
111003HO  ,150.6000061
111003HO  ,144.3999939
111003HO  ,150.6000061
111003HO  ,146.3000031
111003HO  ,153.1999969
111003HO  ,129.1999969
111003HO  ,112.4000015
111003HO  ,104.0999985
111003HO  ,110.5
111003HO  ,121.9000015
111003HO  ,67.19999695
111003HO  ,173.8999939
111003HO  ,154.6000061
111003HO  ,178.1000061
111003HO  ,160.1000061
111003HO  ,196.1000061
111003HO  ,210.3000031
111003HO  ,203.1999969
111003HO  ,163.1000061
111003HO  ,152
111003HO  ,123.9000015
111003HO  ,138.6999969
111003HO  ,33.79999924
111003HO  ,153.8999939
111003HO  ,209.3999939
111003HO  ,171.3000031
111003HO  ,184.5
111003HO  ,169.1000061
111003HO  ,188
111003HO  ,178.6000061
111003HO  ,184.1999969
111003HO  ,202.6000061
111003HO  ,205.3000031
111003HO  ,216.8000031
111003HO  ,221.6000061
111003HO  ,196.3999939
111003HO  ,187.6999969
111003HO  ,177.8000031
111003HO  ,157.3999939
111003HO  ,109.9000015
111003HO  ,98.09999847
111003HO  ,107.3000031
111003HO  ,124
111003HO  ,59.40000153
111003HO  ,101.0999985
111003HO  ,0
111003HO  ,168.1000061
111003HO  ,213
111003HO  ,269.7000122
111003HO  ,286.7000122
111003HO  ,234.8000031
111003HO  ,155.1999969
111003HO  ,227.6999969
111003HO  ,142
111003HO  ,141.1000061
111003HO  ,138.8000031
111003HO  ,160.1999969
111003HO  ,147.1000061
111003HO  ,140.3999939
111003HO  ,112.1999969
111003HO  ,86.40000153
111005HO  ,340.8999939
111005HO  ,306.5
111005HO  ,80.19999695
111005HO  ,29
111005HO  ,51.40000153
111005HO  ,84.19999695
111005HO  ,107.4000015
111005HO  ,240.6000061
111005HO  ,229.5
111005HO  ,453.7000122
111005HO  ,474.7000122
111005HO  ,225.8000031
111005HO  ,212.5
111005HO  ,209.6000061
111005HO  ,214.8000031
111005HO  ,249.3999939
111005HO  ,239.3000031
111005HO  ,259
111005HO  ,263.5
111005HO  ,105.3000031
111005HO  ,283.6000061
111005HO  ,261.6000061
111005HO  ,293.2000122
111005HO  ,313.6000061
111005HO  ,331.7999878
111005HO  ,326.7999878
111005HO  ,341.8999939
111005HO  ,309.7000122
111005HO  ,315
111005HO  ,317.7999878
111005HO  ,298.2999878
111005HO  ,275.5
111005HO  ,232.6999969
111005HO  ,94.09999847
111005HO  ,206.3999939
111005HO  ,132.1999969
111005HO  ,52.79999924
111005HO  ,67.19999695
111005HO  ,264
111005HO  ,264.8999939
111005HO  ,249.8000031
111005HO  ,245.1000061
111005HO  ,237.3999939
111005HO  ,277
111005HO  ,282.7999878
111005HO  ,252.5
111005HO  ,291.7999878
111005HO  ,293.8999939
111005HO  ,269
111005HO  ,279.8999939
111005HO  ,234.6000061
111005HO  ,143.8999939
111005HO  ,72.40000153
111005HO  ,172.8000031
111005HO  ,231.5
111005HO  ,220
111005HO  ,239.5
111005HO  ,255.3000031
111005HO  ,275.2000122
111005HO  ,240
111005HO  ,218.8999939
111005HO  ,251.8000031
111005HO  ,235.5
111005HO  ,204.6999969
111005HO  ,200.5
111005HO  ,208.8000031
111005HO  ,152.3000031
111005HO  ,87.90000153
111005HO  ,89.19999695
111005HO  ,0
111005HO  ,144
111005HO  ,169
111005HO  ,213.6999969
111005HO  ,192.1000061
111005HO  ,163.8000031
111005HO  ,167.3000031
111005HO  ,159.1999969
111005HO  ,150.6999969
111005HO  ,167.8999939
111005HO  ,149.6999969
111005HO  ,141.3999939
111005HO  ,113.9000015
111016HO  ,382.2000122
111016HO  ,334.2000122
111016HO  ,103.3000031
111016HO  ,10.60000038
111016HO  ,171.1999969
111016HO  ,208.3000031
111016HO  ,230.6999969
111016HO  ,247.8000031
111016HO  ,261
111016HO  ,257.6000061
111016HO  ,507.6000061
111016HO  ,495.5
111016HO  ,251.1000061
111016HO  ,251.6000061
111016HO  ,233.8000031
111016HO  ,243.6999969
111016HO  ,219
111016HO  ,239.8999939
111016HO  ,180.1000061
111016HO  ,171.3999939
111016HO  ,172.1000061
111016HO  ,163
111016HO  ,158.3000031
111016HO  ,150.8999939
111016HO  ,145.1000061
111016HO  ,122.9000015
111016HO  ,70
111016HO  ,81
111016HO  ,178.5
111016HO  ,261.5
111016HO  ,295.5
111016HO  ,345.2000122
111016HO  ,318.2000122
111016HO  ,331.7999878
111016HO  ,288.8999939
111016HO  ,290.2999878
111016HO  ,295.2999878
111016HO  ,226.6999969
111016HO  ,206.8000031
111016HO  ,222.5
111016HO  ,137.1999969
111016HO  ,227
111016HO  ,168.8999939
111016HO  ,111.4000015
111016HO  ,86.09999847
111016HO  ,21.70000076
111016HO  ,50.29999924
111016HO  ,35.40000153
111016HO  ,68.40000153
111016HO  ,124.5
111016HO  ,271
111016HO  ,298.2000122
111016HO  ,293.2999878
111016HO  ,292.6000061
111016HO  ,280.2999878
111016HO  ,251.6999969
111016HO  ,272.8999939
111016HO  ,295.2999878
111016HO  ,329.7999878
111016HO  ,330
111016HO  ,282.7000122
111016HO  ,251.6000061
111016HO  ,185.6000061
111016HO  ,193.3999939
111016HO  ,154.3999939
111016HO  ,115.5
111016HO  ,79
111016HO  ,64.19999695
111016HO  ,106.0999985
111016HO  ,155.8000031
111016HO  ,271.8999939
111016HO  ,269.8999939
111016HO  ,217.6999969
111016HO  ,203.6999969
111016HO  ,218.3000031
111016HO  ,203.8000031
111016HO  ,235
111016HO  ,262.2999878
111016HO  ,290.6000061
111016HO  ,252.1999969
111016HO  ,204
111016HO  ,259.1000061
111016HO  ,269.2999878
111016HO  ,173.1000061
111016HO  ,147.1000061
111016HO  ,124.9000015
111016HO  ,154
111016HO  ,143.8000031
111016HO  ,141.1000061
111016HO  ,116.1999969
111016HO  ,38
111016HO  ,260
111016HO  ,316.2999878
111016HO  ,298.7000122
111016HO  ,305.8999939
111016HO  ,305.8999939
111016HO  ,298.2000122
111016HO  ,295.1000061
111016HO  ,300
111016HO  ,297.6000061
111016HO  ,295.2000122
111016HO  ,261.1000061
111019HO  ,140.5
111019HO  ,101.9000015
111019HO  ,0
111019HO  ,19
111019HO  ,53.70000076
111019HO  ,80.19999695
111019HO  ,56.70000076
111019HO  ,151.5
111019HO  ,310.7000122
111019HO  ,223.8999939
111019HO  ,118.4000015
111019HO  ,118
111019HO  ,111.3000031
111019HO  ,117.1999969
111019HO  ,113.5999985
111019HO  ,110.6999969
111019HO  ,94
111019HO  ,78.80000305
111019HO  ,65.30000305
111019HO  ,59.59999847
111019HO  ,40
111019HO  ,116.5
111019HO  ,131.5
111019HO  ,129
111019HO  ,200.1000061
111019HO  ,189.5
111019HO  ,201.3999939
111019HO  ,199.8999939
111019HO  ,160.1000061
111019HO  ,101.1999969
111019HO  ,131
111019HO  ,65.19999695
111019HO  ,214.1999969
111019HO  ,53.20000076
111019HO  ,278.6000061
111019HO  ,248.3000031
111019HO  ,258.1000061
111019HO  ,268
111019HO  ,253.3000031
111019HO  ,243.5
111019HO  ,213.3999939
111019HO  ,219.8000031
111019HO  ,215.1999969
111019HO  ,196.8000031
111019HO  ,137.5
111019HO  ,113.6999969
111019HO  ,122.6999969
111019HO  ,85.80000305
111019HO  ,61.40000153
111019HO  ,118.3000031
111019HO  ,171.8000031
111019HO  ,184.3999939
111019HO  ,194.3000031
111019HO  ,189.8000031
111019HO  ,163.5
111019HO  ,175.1000061
111019HO  ,119.5999985
111019HO  ,76.90000153
111019HO  ,71.69999695
111019HO  ,73.80000305
111019HO  ,39.20000076
